Community,Replicate,Plate,mgCO2.7,mgCO2.14,CPM7,CPM14,pgRPC.7,pgRPC.14,ATP1,ATP4,ATP7,ATP14,mG7,mG14,mN7,mN14,mX7,mX14,mP7,mP14
AE137,4,I,0.094789694,0.081352729,98600,182200,0.961355922,0.446502352,1571.2,7735,2518.8,1770.6,10.8,22.4,5.6,12.8,9.6,13.6,84.4,565.2
AE138,1,I,0.09747572,0.053198852,343400,20000,0.283854745,2.659942625,3320.6,3257.2,1323.6,4055.2,14.8,20,6.8,7.6,6.4,8,680.4,1097.6
AE138,2,I,0.275246303,0.804696961,1200,58800,229.3719194,13.68532246,4384.2,2721.8,1354.6,3394.8,16.4,18.4,6,6,5.2,5.2,148.4,544.4
AE138,3,I,0.144644568,0.204763933,54400,104200,2.658907501,1.965104923,5349.4,2102.2,3945.6,3835,60,40,6.4,7.2,6.4,6.4,136,2716
AE138,4,I,0.036711136,0.06185975,91000,307000,0.403419076,0.201497557,1792.2,3449.2,2314.4,3182.4,18.8,50.8,8,8.8,11.2,12.4,418.8,863.6
AE139,1,I,0.079775306,0.10021595,1680000,64800,0.047485301,1.546542434,2712.2,13878.4,4183.6,8094,4.8,5.6,4,4.8,4.8,5.2,36.8,54.4
AE139,2,I,0.387796159,0.673291066,46800,52400,8.286242714,12.84906615,1485,10322.8,3002,6050.2,4.8,39.6,4.8,4.4,4.8,4.8,61.2,318.4
AE139,3,I,0.385364834,0.468769528,35400,146200,10.88601225,3.206357924,202.8,714.2,1705.6,7030,15.2,26,4.4,4.8,5.6,5.2,70.8,54
AE139,4,I,0.07148906,0.072947386,119800,224400,0.59673673,0.325077477,590.6,4544.8,7726,4813.6,9.6,49.2,6,9.2,10,15.2,80.8,1008.8
AE14,1,H,0.249487668,0.050893528,83600,27400,2.984302249,1.857428043,16108.6,6282,3216.4,3759.8,14.4,14.4,4.4,6,7.6,8.4,752.4,682.4
AE14,2,H,0.294776825,0.168775422,19800,49000,14.88771844,3.444396361,8965,2291.4,2174.4,5805.4,9.6,18,4.8,6,8.4,6.8,234,746
AE14,3,H,0.363972581,0.228826768,88000,91200,4.136052053,2.509065438,NA,4147.4,6253.4,2418,36.4,13.2,5.6,5.6,8.8,8.8,114.4,121.2
AE14,4,H,0.038537407,0.12633408,269200,418200,0.143155299,0.302090101,4178,1952.2,2955.4,2314.2,22.4,14.8,6.8,6.8,11.6,11.2,890,567.2
AE140,1,I,0.141075052,0.153224993,418000,36600,0.337500124,4.186475228,4282.6,4332,1979.2,4870,14,11.2,6,7.6,6,5.6,621.6,808.4
AE140,2,I,0.328066557,0.596956282,26000,27600,12.61794449,21.62885081,6048,4635.8,2147,6679.6,16.4,9.2,6,5.6,5.2,4.8,244,414.4
AE140,3,I,0.402615994,0.39763168,139400,169000,2.888206553,2.352850176,8471.8,5187.6,4603.2,4242.8,84.8,16.8,4.8,6,6,5.2,404.4,902
AE140,4,I,0.075174744,0.069340977,73400,72000,1.024179074,0.963069122,1885.8,8042.2,3336,5157.2,18.4,20.4,8,10.4,11.6,16.4,653.2,684.4
AE141,1,I,0.179751573,0.253056825,10800,15200,16.64366419,16.64847533,3928,3313.2,2044.6,3598.8,6,8.4,4.4,4.8,4.8,5.2,464,537.6
AE141,2,I,0.345685009,0.796496606,16400,22400,21.0783542,35.55788419,15,9.8,10.8,8623.4,4,56.4,4.4,5.2,4.4,6.4,56.4,284.8
AE141,3,I,0.463209038,0.509043994,82600,90200,5.607857598,5.643503262,17.4,14.8,31,2607.6,5.6,126.8,4.8,5.2,6,7.2,64,638
AE141,4,I,0.084574562,0.0870503,8600,80400,9.834251417,1.082715173,6.2,17,13.6,4487.2,6.8,89.6,6,9.2,9.6,15.6,79.2,1271.6
AE142,1,I,0.223859957,0.238996982,28200,28000,7.938296361,8.535606484,4558.6,9646.4,1484.2,5167.2,12.4,22.4,8,11.2,6,7.6,1644.4,3777.6
AE142,2,I,0.323764724,0.244201888,26800,48800,12.08077328,5.004137054,8393.8,6190.4,927.8,6757.4,11.2,73.6,4.8,5.2,5.6,8.4,95.2,428
AE142,3,I,0.669677156,0.542385509,136800,220600,4.895300845,2.458683176,7659.6,3689,10297.6,4115.2,546.4,84.8,4.8,4.8,24,8,229.2,454.8
AE142,4,I,0.057412132,0.106824321,15400,69200,3.728060519,1.543704064,10,20.8,10.2,6263.4,6.8,152.8,5.6,10,10,21.2,77.2,1576
AE143,1,I,0.145848678,0.134126357,151800,157200,0.960794978,0.853221101,16652.8,17117.4,6562.2,8795.8,7.6,13.6,11.6,10,6.4,6.4,131.6,263.6
AE143,2,I,0.227162466,0.423002589,66800,118400,3.400635726,3.572656998,3185.6,6320.8,3857.8,9449.6,10,23.2,4.8,6.4,6.4,12,116.4,220
AE143,3,I,0.52099273,0.417838053,299800,647000,1.737800968,0.645808428,1272.2,2613.2,4693,3514.4,14.8,8,5.2,5.2,10.4,8.4,80.4,386
AE143,4,I,0.041888962,0.065184378,181000,464600,0.231430728,0.140302148,4361,14626.8,3946.8,3905.2,130,99.6,6,9.2,15.6,21.6,739.6,760.8
AE144,1,I,0.130745792,0.275246303,277600,414200,0.470986284,0.664525117,8164.4,13480.2,1370.2,10306,21.6,21.6,13.2,19.6,6,6.4,867.2,983.6
AE144,2,I,0.415272833,0.617123696,78800,202200,5.269959812,3.052045975,5186.2,4028.6,1040.2,5634,8,17.2,4.8,4.4,6.8,8,130.4,207.6
AE144,3,I,0.245954792,0.321629063,277400,628600,0.886643084,0.511659344,4536.8,6284.2,2567.8,1364.4,32,26.8,4.8,5.2,12.4,10,69.6,142
AE144,4,I,0.120970971,0.078994885,316200,110800,0.38257739,0.712950223,905.8,1333.6,1140.4,3998.2,12.8,25.2,6.4,8.8,14.8,27.2,176.4,600.8
AE145,1,I,0.192701953,0.232181603,49000,55600,3.932692913,4.175928113,5927.8,6936,913,7250.8,9.2,107.6,4.4,5.6,8,12.8,129.2,1009.6
AE145,2,I,0.392691815,0.912387646,3600,69000,109.0810598,13.22300936,6953.8,4239,3345.2,7640.4,9.2,17.6,4.8,4.4,6,7.2,257.2,672.8
AE145,3,I,0.477199881,0.36630633,112000,127600,4.26071322,2.870739265,9057,6427,11438,7597.6,178,48.8,5.2,5.2,9.2,7.6,369.2,955.2
AE145,4,I,0.10021595,0.095679054,108000,176400,0.927925461,0.542398263,602.8,9095.8,2061.2,3201.6,50.4,21.2,5.6,6,13.2,11.2,168.4,475.2
AE146,1,I,0.175577278,0.244201888,763000,844000,0.230114388,0.28933873,7470,10521,3359.6,7559.8,9.2,12.4,5.2,6.8,10.8,12.4,113.6,348.8
AE146,2,I,0.339000489,0.725368479,104200,219400,3.25336362,3.30614621,9.6,8.8,10.6,9009,4.4,91.2,4.4,5.2,4.4,11.2,62.8,274.4
AE146,3,I,0.38294447,0.359337129,229400,430400,1.669330731,0.834891098,1917,6775.6,5994,6270.6,25.6,14.8,6.4,5.6,8,6.4,70.4,63.6
AE146,4,I,0.106824321,0.102073209,369200,489000,0.289339982,0.208738668,3148.8,9961.8,6574.8,6314.6,24.4,34.4,6,7.6,10.4,14.8,980.4,1041.2
AE147,1,I,0.159573386,0.215754607,629200,35600,0.253613137,6.060522672,5671.6,12779,2335.4,4939.8,17.2,18,4.8,5.2,10.8,11.2,181.6,405.6
AE147,2,I,0.30286053,0.733037026,40600,53400,7.459618968,13.72728513,6.8,8.6,8,8912.2,4,90,4.8,5.2,4.4,10.8,62.8,244
AE147,3,I,0.361649523,0.279075757,65000,136800,5.563838822,2.040027464,10.6,14.4,11.8,11,5.6,5.2,4.4,4.4,5.6,5.2,65.6,48.4
AE147,4,I,0.082149778,0.082149778,95600,268400,0.859307301,0.306072198,3220.8,21267.6,7949,6735.2,22.4,25.2,7.2,8,13.6,15.2,250.4,338.4
AE149,1,I,0.115773284,0.085394115,282400,56600,0.409962055,1.508729944,2579.8,5548.4,2078.6,4299.4,7.2,11.2,4.4,5.2,4.8,5.6,434.8,336.4
AE149,2,I,0.155742164,0.542385509,41200,76600,3.780149605,7.080750765,4795.8,3014.6,1661.4,2805,7.2,16,4.8,4.8,4,5.2,141.2,224.8
AE149,3,I,0.325910545,0.260304882,158000,462800,2.062724971,0.562456529,5348.8,2086.8,1810.6,1387.8,57.6,15.6,4.4,4.8,6.4,3.2,179.6,394.4
AE149,4,I,0.082149778,0.0870503,109000,127400,0.753667688,0.683283359,1946.4,3314,1645,1536.4,12,14,6,5.6,9.6,9.6,309.2,297.6
AE15,1,H,0.237279854,0.048660807,583000,648200,0.406998034,0.075070669,6843,14025.4,5890.4,4809.8,72,23.2,18.8,14.4,12.4,9.6,1524,1092
AE15,2,H,0.373372031,0.186866347,154400,194400,2.418212636,0.961246644,5856.6,5475.4,3015,6928.4,24.8,51.2,8.8,16.8,5.2,7.6,260,746.8
AE15,3,H,0.210993784,0.179751573,670800,701000,0.314540525,0.256421645,NA,9880.6,5919.4,3494.4,58.8,26,12,13.2,7.6,6.8,106.4,193.2
AE15,4,H,0.03626446,0.138730794,655400,469400,0.055331797,0.295549198,761.8,4221.2,3585.6,2452.2,39.2,20.4,10.8,11.2,12.4,11.6,740,491.6
AE150,1,I,0.16478632,0.238996982,12800,341000,12.87393128,0.700870914,3315.2,4200.8,2272.4,2302,8.4,8.8,4.8,4.8,5.2,6,132,96.8
AE150,2,I,0.185427506,0.627388647,45200,65400,4.102378453,9.593098578,5510,5195.6,5286.8,2329.2,5.2,11.2,4.8,4.8,4,5.2,28,100
AE150,3,I,0.359337129,0.417838053,126600,428800,2.838365945,0.974435758,3533.4,3754.6,2157.4,4291.2,26.8,12.8,4.4,4.8,6,2.4,83.6,137.6
AE150,4,I,0.056184762,0.10021595,167800,208600,0.334831717,0.480421619,4114,4911.6,3140,1888.4,14.4,15.2,5.6,6.8,10.4,10,121.2,130.8
AE151,1,I,0.179751573,0.306961484,3710600,349000,0.048442724,0.879545799,3149.8,5508.4,5274,7848.6,51.6,27.6,14.4,12.8,8,6.4,377.6,192.4
AE151,2,I,0.185427506,0.536210152,62000,201400,2.990766227,2.662413862,3194.8,2910.8,2731,6205,30,39.2,6.8,11.2,4.4,6.4,44,106.4
AE151,3,I,0.548611752,0.300824872,382200,625000,1.435404899,0.481319795,815.4,6604.4,3578.8,2484.2,51.6,12.8,5.6,6,7.2,3.6,82.4,202
AE151,4,I,0.090431659,0.128526349,390200,322800,0.231757199,0.398160931,1755.4,5098.6,2591,3422.2,29.2,22,14,12,11.2,11.2,274.4,182.4
AE152,3,A,4.30E-01,3.90E-01,548200,1629800,0.781125114,0.237940949,7401,5024.6,9418.4,6797,92.8,15.2,6.4,5.2,7.6,6,198.8,730
AE152,4,A,7.20E-05,2.10E-01,805400,631800,8.98E-05,0.336454981,6989.8,5232.2,4355.8,2489.4,14.8,9.6,6.8,5.2,6.8,7.2,372.4,262.4
AE152,1,I,0.110737886,0.240723011,9000,32800,12.30420954,7.339116196,3257.2,8029.2,7049.2,6392,37.6,16.4,4.4,5.2,5.2,6.8,1784,579.2
AE152,2,I,0.20169905,0.548611752,112000,106600,1.800884371,5.14645171,4226.6,7202.4,1454.6,6713,6,38.4,4,5.2,3.2,5.2,80.4,570.4
AE153,3,A,4.40E-01,2.00E-01,267000,127200,1.633386664,1.538272615,7172.4,3977.2,8185,4647.8,47.2,11.2,6,5.6,8.4,6,198.8,653.2
AE153,4,A,1.60E-04,1.80E-01,16400,47400,0.010001221,3.8219134,5078.8,6603.2,3326.2,2533.8,10.8,9.6,7.6,5.2,8,6,367.6,394.8
AE153,1,I,0.306961484,0.256662488,2200,22600,139.5279471,11.35674724,11540.2,14731.6,6604.4,7955,15.2,9.6,4.8,4.8,6.8,6,288.4,976.4
AE153,2,I,0.238996982,0.506087826,22800,94200,10.48232375,5.37248223,15,13.4,11.8,6610.6,4,41.6,4.4,4,4,5.2,30,590.4
AE154,3,A,9.20E-01,1.10E+00,19000,161400,48.49614062,7.01194994,9371.4,8832.2,9540,7099.2,22,8.8,4.4,4.8,6,5.2,124,154
AE154,4,A,1.80E-02,3.70E-01,35000,107600,0.520686994,3.426122694,5625.2,4352.2,2872.2,2552,6.8,6.4,6,4.4,5.6,6,123.2,161.2
AE154,1,I,0.237279854,0.325910545,568600,9400,0.417305406,34.67133461,11182.8,13516.4,12719.6,6565.2,20,12.8,6,5.2,8,6.4,105.2,116.8
AE154,2,I,0.218971013,0.286849182,64200,83200,3.41076344,3.447706509,3582.8,4826.8,2688.4,7288.8,28.4,48.4,11.6,22.4,4.4,5.6,36.4,106
AE156,3,A,5.10E-01,3.10E-01,115200,134400,4.444553275,2.283939611,70.2,3156.8,5048.8,4615.2,12,19.6,4.8,4.4,6.8,7.2,87.6,75.2
AE156,4,A,5.80E-05,1.50E-01,5000,199000,0.011613789,0.776280896,770.6,291.6,5753.6,3275.4,24.4,14.4,8,4.4,6,6.8,77.6,154.4
AE156,1,I,0.091291511,0.065864375,2200,168800,41.49614155,0.390191795,662.6,629.2,341.6,935,4.4,6,4,4.4,4.8,5.6,92.4,87.2
AE156,2,I,0.189768048,0.410176336,105400,75200,1.800455867,5.454472558,8628.6,2454.6,2549.8,7565.6,20.8,55.2,6.4,8,6.8,10,120.8,445.2
AE157,3,A,5.70E-01,4.00E-01,65600,207800,8.65241379,1.901617933,12.6,16,96.2,2604.8,6.4,24,4.4,4.4,5.6,6,63.2,61.2
AE157,4,A,3.60E-03,2.40E-01,266800,204400,0.013619368,1.160860341,13.6,45.8,537.8,726.2,5.6,5.6,6.4,4.4,5.6,6,69.6,228.8
AE157,1,I,0.138730794,0.141075052,535400,24800,0.259116163,5.688510156,4815.6,8490,5023,4541,29.6,20.8,23.6,12.4,7.2,6.8,100.8,111.2
AE157,2,I,0.189768048,0.417838053,41200,133000,4.606020591,3.141639498,7164.8,6088.4,2621.6,8109.6,18.4,13.6,4.8,27.2,4.4,5.6,192,609.2
AE158,3,A,7.60E-01,7.50E-01,727400,620400,1.039856846,1.206557795,11.8,398,170.4,265.2,6.4,5.2,4,5.2,5.6,5.2,66.4,113.6
AE158,4,A,6.50E-03,2.60E-01,140200,266000,0.046429252,0.985488435,11,9.8,11,1778.6,5.2,26.4,6.4,22,5.2,7.2,52.8,114.4
AE158,1,I,0.203227344,0.245954792,958000,462000,0.212137102,0.532369679,7671,13311.6,5008,6369,30.8,49.6,36,22.4,43.6,31.6,88,179.2
AE158,2,I,0.149504182,0.463209038,118000,58600,1.26698459,7.904591085,11.2,10.6,7.8,8830.4,4,76.8,4.8,4.8,4,9.6,38,530.8
AE159,3,A,5.30E-01,3.70E-01,21600,177200,24.68247579,2.107065638,8.2,12.8,91.8,14,6,5.6,4.4,4.4,5.6,5.2,64.8,50
AE159,4,A,1.50E-04,2.40E-01,44000,214800,0.003324985,1.11264889,7.4,7.8,7.8,1141.4,5.2,35.2,6.4,6.4,5.2,8.4,50,395.6
AE159,1,I,0.170120387,0.218971013,56000,59000,3.037864051,3.711373099,11293,21399.8,9001.6,8003.4,73.2,27.2,7.6,7.2,14,9.6,1302.4,509.6
AE159,2,I,0.103011043,0.273345791,93800,60800,1.098198756,4.495818929,8.4,9,8,8282.8,4,91.6,4.8,4.8,4.4,7.2,36.4,579.2
AE16,1,H,0.275246303,0.057412132,180600,316200,1.52406591,0.181569045,20.8,17,22,5631.6,4.8,103.6,3.6,8,4.8,21.6,37.6,696.4
AE16,2,H,0.460446622,0.166108415,102600,114600,4.487783844,1.449462608,11.6,9.6,13.6,3517.2,4.4,157.2,4.8,5.2,4.4,12.8,56,164.4
AE16,3,H,0.282943307,0.227162466,147800,113200,1.914366081,2.00673557,NA,20.4,24.2,4902,5.6,17.2,4.4,4.8,5.6,5.6,50.8,61.6
AE16,4,H,0.035821699,0.116799739,367400,547200,0.097500542,0.213449815,8,15.8,12.8,1849.8,6.4,12.8,5.6,7.2,9.6,8.8,78,731.6
AE160,3,A,3.70E-01,4.50E-01,11000,1114400,33.30057548,0.405806108,3580.2,7060.4,8955.4,8810.8,58.8,29.6,9.2,12,8.8,6.8,127.6,951.6
AE160,4,A,6.10E-07,1.80E-01,634600,592000,9.62E-07,0.298920425,7325.2,2238.2,6313,4933,36.8,18,7.2,8.8,10.8,6.4,786,658.4
AE160,1,I,0.070767802,0.230499804,162800,183000,0.434691657,1.259561771,17,10.2,6.8,4363.8,3.6,153.6,4,4.8,4.8,30,35.2,70
AE160,2,I,0.262139924,0.859484297,14400,87600,18.20416137,9.81146458,13.6,8.2,9.4,3007.2,4,37.2,4.4,4.4,4,6.4,26.8,356.8
AE161,3,A,7.40E-01,7.00E-01,99000,2219800,7.482460572,0.314884975,9597.2,14926.6,12498,7691.6,124,32.8,13.6,11.6,9.2,6.4,176.8,815.6
AE161,4,A,2.50E-03,2.30E-01,538200,803400,0.004659775,0.284822962,5086.6,1136.2,3946.8,3076,44,59.2,16.4,22.8,19.6,22,805.2,625.6
AE161,1,I,0.230499804,0.160865356,432800,242800,0.532578106,0.66254265,3812.4,3699.8,907,1840.6,8.8,7.6,5.2,5.6,5.2,5.6,286.8,392.4
AE161,2,I,0.695269221,0.768267365,0,34000,NA,22.59609896,3081,1248.8,1495.2,2365,13.6,8.4,6,4.8,4,4.8,111.6,290
AE162,3,A,8.50E-01,7.30E-01,59200,455400,14.30085425,1.592816158,7458.6,10994.2,10796.6,10780.4,140.8,32.4,9.6,11.2,6.8,6.4,145.6,1008.4
AE162,4,A,2.40E-02,3.50E-01,200000,377200,0.119627302,0.922412652,5614,3061.8,4422.2,4044.2,24,18,7.2,10,13.6,6.8,620.4,719.6
AE162,1,I,0.217358539,0.197163664,109000,17600,1.994115039,11.20248088,1472.4,1001,418,5558.2,4.4,6.8,5.2,5.2,5.2,11.2,36,57.2
AE162,2,I,0.449515109,0.872497947,134800,62400,3.33468182,13.9823389,957.6,737.8,476.2,6072.6,4,6.8,5.2,4,4.4,4.8,20.8,431.2
AE163,3,A,7.10E-01,6.80E-01,101600,507200,6.953240366,1.349007883,5531.4,9378.4,8950,8788,83.6,38,6.8,7.2,6.8,6.4,136.8,771.2
AE163,4,A,9.80E-03,2.60E-01,251200,609000,0.039163709,0.427430019,3438,2545.4,3681.6,4032,45.6,42.8,6.8,8.4,8.8,6.8,540,612.4
AE163,1,I,0.244201888,0.311102147,102200,16200,2.389450961,19.20383624,5666.2,5377.4,2908.4,6011.4,21.6,25.6,5.2,5.6,6.8,6.8,1171.2,791.6
AE163,2,I,0.425601965,0.850886323,1200,193400,354.668304,4.399619043,2848.8,2728.8,5424.2,4026.8,38.4,28.8,6,5.2,5.2,6,790.8,641.2
AE164,3,A,8.20E-01,9.90E-01,108200,450800,7.590381034,2.198938973,9576.2,12379.2,9830.6,6461.8,68.4,24.8,10,9.6,7.2,6.8,141.6,440
AE164,4,A,1.40E-02,2.90E-01,143600,311600,0.0960387,0.933227249,6691,4270.6,5131.6,4355,35.6,54.4,8.8,22.4,18.4,18.4,400.8,415.6
AE164,1,I,0.210993784,0.267700769,1427600,40800,0.14779615,6.561293366,16,14.4,12.4,3207.8,4.4,160.8,4.4,5.2,4.8,29.2,35.2,73.2
AE164,2,I,0.249487668,0.551744036,67000,92200,3.723696538,5.984208634,13.8,11,11.6,5925,4,90,4.8,6,4.4,6.4,21.2,547.6
AE165,3,A,4.80E-01,4.20E-01,2000,64400,241.4401106,6.528177456,206.4,5681.2,5539.4,6692.6,32.4,7.6,6.4,6,6.4,5.2,128,208.4
AE165,4,A,2.10E-02,3.60E-01,12200,28800,1.703785139,12.47698363,483,7719.4,5242.8,3374.8,6.8,6,6.4,4.8,9.2,6.4,131.2,161.6
AE165,1,I,0.218971013,0.242457971,5800,9000,37.7536229,26.93977453,18,21.8,14.2,2485.2,4.4,26.8,4.4,4.8,4.8,12,34,90.4
AE165,2,I,0.323764724,0.545492254,105000,110000,3.083473562,4.959020488,14.4,11.6,10.6,8380.4,4,39.2,4.8,4,4,5.2,24.4,592
AE166,3,A,9.50E-01,1.00E+00,94600,132000,10.03096689,7.953335531,42,1556.4,8313.2,6488.4,72,19.2,4.4,5.2,6.8,5.6,105.2,185.6
AE166,4,A,1.50E-02,3.20E-01,45800,196800,0.336469275,1.612744446,4898,6109.8,5774.4,4751.4,13.6,21.2,8.4,5.6,7.2,6.4,267.6,142.8
AE166,1,I,0.282943307,0.191230962,74400,99000,3.803001435,1.931625875,3397.2,4010.4,2107,3574.2,12,19.6,5.2,5.6,8.4,8,316.8,340.8
AE166,2,I,0.279075757,0.460446622,81000,185000,3.445379717,2.488900662,4330.8,3668.4,7898.2,3337,33.6,11.2,4.8,4,4.4,4.8,94,188.8
AE167,3,A,8.30E-01,9.00E-01,176000,432000,4.690129636,2.091232519,13.2,16,199.6,20.8,5.6,4.4,3.6,4.4,5.6,4.8,57.2,45.6
AE167,4,A,3.50E-03,2.10E-01,152200,257600,0.023318529,0.825202861,19.2,16.2,18.4,13.8,5.2,5.2,6,4.4,5.2,6,51.6,98.4
AE167,1,I,0.279075757,0.215754607,353600,218000,0.789241394,0.989700033,3170.4,7188.2,2566.8,3447.2,23.6,20,16,15.2,8.4,6.8,94,94.4
AE167,2,I,0.108768469,0.306961484,61000,321400,1.783089653,0.955076178,3355.8,4161,8782.2,4552.2,66.8,17.2,4.8,4,4.4,5.6,119.2,134.8
AE168,3,A,5.40E-01,6.70E-01,78600,419200,6.861214824,1.606133268,3085.2,7164.4,9408.2,5541.2,31.2,15.6,6.8,10.8,6.8,5.6,221.2,798.4
AE168,4,A,6.30E-04,2.80E-01,114400,80200,0.005486284,3.455813996,8418,3963,6418.2,2547.8,12.4,10.8,6.8,15.2,10.8,6.8,398,411.6
AE168,1,I,0.207862105,0.237279854,110800,42800,1.876011777,5.543921818,4221.6,14698.2,4092.2,3410.6,15.2,22.4,4.4,5.2,5.6,7.2,225.2,305.6
AE168,2,I,0.286849182,0.706449221,9200,144200,31.17925886,4.899093074,10175.2,39287,8720.6,7970.6,14.4,12,4.8,4,4.8,5.6,77.2,118.8
AE169,3,A,7.60E-01,9.10E-01,39800,202200,19.20336948,4.490069663,977.4,544.2,1519.4,2295.2,7.2,6.4,6.8,8,6,4.8,66.8,98.4
AE169,4,A,8.10E-03,3.40E-01,108400,194600,0.074268314,1.730694182,742.8,1301.4,2070.6,1780.6,18.8,8,7.2,12.4,12.8,6.4,71.2,150.4
AE169,1,I,0.197163664,0.238996982,36400,25200,5.416584164,9.484007204,6260.2,10586,5859.8,3708.8,16.4,24.8,4,4.8,5.6,6.8,260,229.6
AE169,2,I,0.702708324,0.687886819,5600,56400,125.4836293,12.1965748,15,22.2,8.8,8266.4,4,66.4,4.8,5.6,4,9.2,35.6,607.2
AE17,1,H,0.292780355,0.110737886,76400,22600,3.832203606,4.899906452,2025.2,3453.4,1850.2,5404,5.6,14.4,4,6.8,5.2,7.6,1308.8,2141.2
AE17,2,H,0.240723011,0.141075052,48200,134800,4.994253345,1.04655083,3468.8,1429.4,728.2,4915.8,4.8,9.6,4.8,4.4,4.4,6,188.4,1603.6
AE17,3,H,0.249487668,0.332409266,86400,120800,2.887588751,2.751732337,NA,2703.6,3543,2538.6,13.2,6.4,4.8,5.2,5.6,5.6,122.8,222.8
AE17,4,H,0.019332943,0.109750006,420400,608800,0.04598702,0.180272678,801.6,2317.4,1596.2,1584,8.8,8.4,6,6,10,9.2,1348,708.8
AE170,3,A,6.80E-01,6.10E-01,151600,509800,4.46516461,1.197229773,2074,905.8,1463.4,1556.4,14,21.2,4.8,4.8,5.6,5.6,76.4,110.4
AE170,4,A,1.50E-02,3.30E-01,123200,563200,0.119322763,0.578676394,591.6,933.6,831,1003.6,20,18.4,6.8,4.8,5.6,6.4,93.2,155.2
AE170,1,I,0.200179023,0.162164817,502000,3108200,0.398762994,0.052173225,5546.6,16413,5202.8,8621,36.8,21.6,4.4,6.8,7.2,6.8,249.6,260
AE170,2,I,0.44411981,0.706449221,19800,112400,22.43029342,6.28513542,9.8,8.8,7.8,7745.2,4,71.6,4.4,4.8,4,6.4,35.2,510.4
AE171,3,A,8.40E-01,7.90E-01,46000,404200,18.21968197,1.950411705,11.2,4662,5306.6,4402.8,225.6,70,4.4,4.4,8.8,5.2,480.8,1349.2
AE171,4,A,1.20E-02,2.90E-01,133000,551800,0.090936193,0.519842663,9,8.6,8.6,633.6,4.8,82.8,5.6,11.2,4,15.2,56.8,109.2
AE171,1,I,0.2355716,0.13641463,546800,138400,0.430818581,0.985654844,10223.2,14586.4,8793.8,12477.8,14.8,16.4,4.8,4.8,7.6,6.4,208.4,196.8
AE171,2,I,0.423002589,0.613729004,53000,103000,7.981180916,5.958534023,9.6,10,8.4,6792.2,4,72.8,4.8,4.8,4,10,36,511.6
AE173,3,A,5.60E-01,1.10E+00,2400,12600,235.1673576,88.16203296,6409,7400.6,10154.6,5591.4,152.4,28.8,8,6.4,6.8,5.6,154.8,355.6
AE173,4,A,1.50E-04,3.20E-01,3600,802400,0.043049425,0.398184863,4724.2,1787.2,3939.8,3195.6,28.4,17.6,6.8,5.6,7.6,6.8,332,328.8
AE173,1,I,0.242457971,0.159573386,287600,80400,0.843038841,1.984743603,5723.2,6152.2,4414.6,4065.6,9.6,8.8,6.4,5.2,8.4,6.4,67.2,82.8
AE173,2,I,0.345685009,0.548611752,345800,88800,0.999667463,6.178060274,4992.6,4081.8,2961.8,3990,7.6,8,5.2,4.4,4.4,5.2,30.8,63.2
AE174,3,A,8.30E-01,9.70E-01,69800,126000,11.82611484,7.679276623,6479.4,11531.4,10510.8,7204.8,107.6,24.8,8.8,10.8,7.2,6,158.4,452.4
AE174,4,A,2.40E-02,2.80E-01,13800,44800,1.709938925,6.272427581,5070.2,3758,4685.6,4326.2,28.4,23.2,6.4,11.2,11.2,6.4,518.4,598.4
AE174,1,I,0.279075757,0.162164817,33800,35800,8.256679204,4.529743493,3365,3451.6,2332.6,3454,7.6,10,4.8,4.8,5.2,6,478.4,2564.4
AE174,2,I,0.300824872,0.468769528,64600,160000,4.656731765,2.929809553,3870.2,4113.8,878.2,3194,5.6,9.2,4.4,4,4,4.8,74.4,293.6
AE175,3,A,8.00E-01,1.10E+00,763800,322200,1.048166073,3.463802683,5866.2,7238.6,9707.2,6898.6,104.8,41.2,9.2,9.6,8.4,6.4,182.8,1103.2
AE175,4,A,9.80E-03,3.00E-01,2096200,265600,0.004693218,1.12499644,5689.2,3058.4,4166.4,3649.4,37.2,32.8,7.2,8.4,10.4,8.4,521.2,566.4
AE175,1,I,0.339000489,0.273345791,348600,242000,0.972462677,1.129528061,99.6,680.4,915.2,3444.2,9.6,6.8,4.8,5.2,5.2,6,156,213.2
AE175,2,I,0.238996982,0.34344642,61600,185200,3.879821129,1.854462312,420.4,404.8,460.8,3868.6,7.6,17.6,4.4,5.2,4.4,5.2,44,228
AE176,3,A,5.10E-01,4.30E-01,66800,316400,7.620419075,1.370002826,6252.6,5701.2,4642.8,5102.2,24.4,16.4,5.6,6,8.4,7.6,99.2,630.8
AE176,4,A,6.80E-04,2.30E-01,36800,106800,0.018405936,2.111487568,5661.8,4687,4751.6,3070.6,20.4,11.6,7.6,4.8,9.2,7.2,474.4,316
AE176,1,I,0.091291511,0.238996982,24200,44800,3.772376505,5.334754052,2386.8,8008.6,2735.8,4369.4,6,6,4.4,5.2,6.8,7.6,38.4,54.4
AE176,2,I,0.181158695,0.551744036,35200,73600,5.146553839,7.496522229,1339,3140.2,1670.8,5701.4,5.2,8,4.8,4.4,4.4,5.2,22,355.6
AE177,3,A,5.50E-01,5.80E-01,249000,977400,2.190731943,0.590614271,5826.8,3261.2,8201,7088.8,66.8,39.6,4.8,6,6.8,6,156.4,1114.8
AE177,4,A,8.70E-03,3.10E-01,129400,362400,0.067009038,0.847023962,3565.6,8718.8,6453.8,5093.2,42,44,6.8,8.4,8.4,6.4,323.2,371.2
